p_bowl,bowl,bowlruns,ballfaced,p_match,bowl_style,economy,outs,average,strike rate
307495,Michael Beer,779,676,32,SLA,6.914201183431953,23,33.869565217391305,29.391304347826086
570854,Jack Wildermuth,1426,1012,54,RFM,8.454545454545455,42,33.95238095238095,24.095238095238095
370040,Jeffrey Vandersay,683,530,26,RWS,7.7320754716981135,20,34.15,26.5
347661,Luis Reece,828,539,44,LM,9.217068645640074,24,34.5,22.458333333333332
236779,Ishant Sharma,1422,1025,49,RFM,8.32390243902439,41,34.68292682926829,25.0
303427,Paul Stirling,1148,838,73,OB,8.219570405727923,33,34.78787878787879,25.393939393939394
1159711,Shahbaz Ahmed,777,525,36,SLA,8.88,22,35.31818181818182,23.863636363636363
49764,Angelo Mathews,956,739,49,RM,7.7618403247631935,27,35.407407407407405,27.37037037037037
594322,Corbin Bosch,1068,745,42,RFM,8.601342281879194,30,35.6,24.833333333333332
245490,Ahmed Raza,857,780,39,SLA,6.592307692307692,24,35.708333333333336,32.5
348056,Kyle Mayers,965,744,63,RM,7.782258064516129,27,35.74074074074074,27.555555555555557
10772,Paul Collingwood,978,788,41,RM,7.446700507614213,27,36.22222222222222,29.185185185185187
571151,James Weighell,1111,711,42,RM,9.375527426160337,30,37.03333333333333,23.7
578769,Ed Barnard,2392,1599,100,RFM,8.975609756097562,64,37.375,24.984375
44149,Johan Botha,1313,1073,62,OB,7.342031686859273,35,37.51428571428571,30.65714285714286
360911,Varun Aaron,1016,671,37,RF,9.0849478390462,27,37.629629629629626,24.85185185185185
21646,James Tredwell,873,660,31,OB,7.9363636363636365,23,37.95652173913044,28.695652173913043
959789,Hassan Khan,1029,799,46,SLA,7.727158948685857,27,38.111111111111114,29.59259259259259
30732,Praveen Kumar,953,688,37,RM,8.311046511627907,25,38.12,27.52
732291,Basil Thampi,995,614,29,RFM,9.723127035830618,26,38.26923076923077,23.615384615384617
820351,Rovman Powell,1020,589,47,RFM,10.390492359932088,26,39.23076923076923,22.653846153846153
55395,Colin de Grandhomme,1964,1281,94,RFM,9.199063231850117,50,39.28,25.62
384355,Anaru Kitchen,867,632,39,SLA,8.231012658227849,22,39.40909090909091,28.727272727272727
288285,Clive Rose,1187,877,52,SLA,8.120866590649943,30,39.56666666666667,29.233333333333334
574178,Akila Dananjaya,1327,911,43,OB/RWS,8.739846322722283,33,40.21212121212121,27.606060606060606
315594,Ashley Nurse,906,664,43,OB,8.186746987951807,22,41.18181818181818,30.181818181818183
596417,Brydon Carse,1531,1034,59,RF,8.88394584139265,37,41.37837837837838,27.945945945945947
501012,Joel Paris,762,508,26,LFM,9.0,18,42.333333333333336,28.22222222222222
1076722,Will Sutherland,808,544,32,RFM,8.911764705882353,19,42.526315789473685,28.63157894736842
1122918,Kartik Tyagi,813,518,26,RF,9.416988416988417,19,42.78947368421053,27.263157894736842
447587,Jayant Yadav,721,584,30,OB,7.407534246575342,14,51.5,41.714285714285715
