p_bat,bat,matches,batruns,ballfaced,strike rate,dismissals
950309,Waheed Ahmed,6,61,66,92.42424242424242,4
941039,Akshat Pandey,3,61,50,122.0,3
639080,Matthew Fisher,10,61,46,132.6086956521739,6
986641,Carlos Koyana,5,61,83,73.49397590361446,4
574287,Chad Soper,8,61,78,78.2051282051282,6
592935,Riaan Minnie,1,61,53,115.09433962264151,1
317951,Johan Fourie,2,60,41,146.34146341463415,1
1072472,Muhammad Musa,8,60,56,107.14285714285714,3
236766,Rajesh Bishnoi,7,60,66,90.9090909090909,7
1077307,Kaleemullah,9,60,59,101.69491525423729,5
326973,Anurag Verma,10,60,58,103.44827586206897,7
315621,Tom Triffitt,6,60,41,146.34146341463415,3
1090625,Lokesh Bam,5,60,51,117.6470588235294,5
315233,Mohammad Hasan,3,60,42,142.85714285714286,2
1081525,Yash Kothari,3,60,73,82.1917808219178,3
348026,John Campbell,5,60,71,84.50704225352112,5
764321,Dylan Budge,6,60,62,96.7741935483871,4
1339049,Harsh Desai,5,59,66,89.39393939393939,5
1244750,Arpit Gaud,4,59,52,113.46153846153847,4
12856,Andrew Flintoff,4,59,47,125.53191489361703,2
461632,Reece Topley,20,59,58,101.72413793103448,7
573904,Owen Morgan,6,59,63,93.65079365079364,5
270135,Ariful Haque,8,59,61,96.72131147540983,5
1342699,Shadrack Descarte,4,59,54,109.25925925925925,4
49619,Suranga Lakmal,12,59,66,89.39393939393939,6
1159951,Kangabam Priyojit,3,59,96,61.458333333333336,2
326635,Cameron Gannon,5,58,52,111.53846153846153,4
550137,Abu Hider,4,58,43,134.88372093023256,1
629080,Binura Fernando,8,58,56,103.57142857142857,2
429012,Zakir Kathrada,3,58,66,87.87878787878788,3
1275938,Rivaldo Clarke,2,58,56,103.57142857142857,1
43524,Umar Gul,12,58,62,93.54838709677419,7
380596,Chimezie Onwuzulike,4,58,63,92.06349206349206,1
446548,Scott Boland,18,57,63,90.47619047619048,5
486490,Matt McGillivray,8,57,61,93.44262295081967,5
793429,Umair Masood,5,57,57,100.0,4
473378,Rushab Patel,5,57,65,87.6923076923077,5
214974,Mitchell Claydon,18,57,70,81.42857142857143,5
1158538,Abbas Afridi,7,57,37,154.05405405405406,3
1059570,Ajay Mandal,4,57,59,96.61016949152543,3
652359,Pankaj Jaswal,7,56,33,169.6969696969697,5
1277545,Abishek Porel,5,56,47,119.14893617021276,5
51782,Fidel Edwards,17,56,55,101.81818181818181,7
514612,Gavin Griffiths,18,56,63,88.88888888888889,4
1020269,Morgan Topping,3,56,57,98.24561403508773,3
407875,Craig Miles,16,56,73,76.71232876712328,7
53276,Tonito Willett,4,56,62,90.3225806451613,4
1083493,Rohit Rayudu,2,55,41,134.14634146341464,2
1339031,Kunal Singh Rathore,3,55,32,171.875,3
208253,Irfan Ahmed,1,55,39,141.02564102564102,1
1246459,Gourav Choudhury,2,55,37,148.64864864864865,1
1081442,Mayank Markande,13,55,53,103.77358490566037,5
45390,Tim Groenewald,15,55,56,98.21428571428571,9
1185233,Bibek Yadav,4,55,50,110.0,4
379887,Lizaad Williams,17,55,71,77.46478873239437,4
1070754,Andile Simelane,8,55,62,88.70967741935483,6
262222,Sammy-Joe Avontuur,2,55,47,117.02127659574468,2
1161038,Alishan Sharafu,6,55,50,110.0,4
950217,Shubham Chaubey,3,55,51,107.84313725490196,3
1023059,Michael Finan,6,55,42,130.95238095238096,5
332996,Kyle Jarvis,7,55,55,100.0,4
1152986,Jafer Chohan,5,55,37,148.64864864864865,3
233063,Louis van der Westhuizen,3,55,30,183.33333333333334,3
1131607,Shams Mulani,9,55,45,122.22222222222223,5
1111984,Blake Cullen,8,54,50,108.0,5
1076394,Mohammad Taha,5,54,64,84.375,4
528866,Bharath Shankar,2,54,36,150.0,2
527299,Aniket Choudhary,9,54,55,98.18181818181819,6
922757,Rajesh Dhuper,4,54,61,88.52459016393442,4
424238,Sarmad Bhatti,3,54,35,154.28571428571428,3
622772,Michael Rae,12,54,36,150.0,4
414990,Jake Ball,16,54,67,80.59701492537313,7
438362,Sandeep Sharma,25,54,67,80.59701492537313,6
595907,Jade de Klerk,8,54,58,93.10344827586206,6
288284,Josh Hazlewood,13,53,45,117.77777777777777,2
222848,Zohaib Ahmed,6,53,65,81.53846153846153,3
486679,Duanne Olivier,11,53,61,86.88524590163935,2
252932,Kieran Powell,4,53,55,96.36363636363636,4
433614,Zahid Mahmood,9,53,56,94.64285714285714,3
700167,Navdeep Saini,12,53,62,85.48387096774194,6
1126082,Nipun Dhananjaya,2,53,38,139.47368421052633,2
1209188,Kevlon Anderson,3,53,46,115.21739130434783,2
297483,Oliver Hannon-Dalby,12,53,59,89.83050847457628,5
390734,Govinda Poddar,3,53,55,96.36363636363636,4
222216,Martin Walters,3,52,48,108.33333333333333,1
44019,Craig Alexander,6,52,40,130.0,4
348151,Faizan Khan,1,52,31,167.74193548387098,1
737871,Tom Haines,4,52,44,118.18181818181819,3
1065115,Benjamin Manenti,8,52,62,83.87096774193549,6
1403178,Ayush Awasthi,2,52,23,226.08695652173913,2
499323,Pallavkumar Das,4,52,39,133.33333333333334,4
339950,Sibsankar Roy,2,52,33,157.57575757575756,1
30732,Praveen Kumar,13,52,64,81.25,8
533561,Waqas Maqsood,13,52,55,94.54545454545455,7
485228,Thandolwethu Mnyaka,7,52,45,115.55555555555556,3
499594,Kasun Rajitha,18,52,98,53.06122448979592,6
1245402,Rakesh Thakur,5,52,68,76.47058823529412,4
1111917,Darshan Nalkande,6,51,53,96.22641509433963,4
308418,Nelson Odhiambo,7,51,50,102.0,4
796627,Fabid Ahmed,5,51,55,92.72727272727273,5
1132064,Shubham Arora,3,51,42,121.42857142857143,3
637158,Imran Qayyum,9,51,39,130.76923076923077,2
387845,Christi Viljoen,9,51,60,85.0,8
1202098,Zakary Foulkes,3,51,46,110.8695652173913,3
736417,Samarth Singh,5,51,59,86.44067796610169,5
473191,Richard Gleeson,19,51,61,83.60655737704919,9
26907,Rajat Bhatia,7,50,38,131.57894736842104,3
806241,Richard Ngarava,17,50,48,104.16666666666667,10
596398,Yamkela Oliphant,3,50,53,94.33962264150944,3
1213979,Mitchell Owen,7,50,42,119.04761904761905,4
330496,Brady Barends,8,50,52,96.15384615384616,5
469802,Brett Hutton,7,50,47,106.38297872340425,4
334358,Travis Dean,3,50,44,113.63636363636364,3
481046,Prasanth Kumar,3,50,50,100.0,3
854909,Blair Tickner,13,50,52,96.15384615384616,6
916575,Mohammad Sarwar,2,50,37,135.13513513513513,1
1159726,Hemang Patel,4,50,55,90.9090909090909,3
590913,Will Williams,9,50,45,111.11111111111111,3
601150,Eldred Hawken,8,50,50,100.0,5
1203754,Junaid Siddique,10,50,54,92.5925925925926,6
585100,Abdul Shakoor,4,50,43,116.27906976744185,2
723207,Lakshay Garg,7,50,40,125.0,5
1026317,Adam Finch,8,50,47,106.38297872340425,3
282711,Ali Waqas,3,49,57,85.96491228070175,4
377536,Prashant Gupta,1,49,42,116.66666666666667,1
302875,Jason Kila,5,49,29,168.9655172413793,3
914455,Jyd Goolie,4,49,51,96.07843137254902,3
425639,Tendai Chatara,12,49,66,74.24242424242425,7
595910,Wandile Makwetu,6,49,61,80.32786885245902,4
327123,Ankit Bawne,4,49,43,113.95348837209302,3
819441,Darwish Rasooli,6,49,58,84.48275862068965,5
821749,Saif Hassan,3,49,39,125.64102564102564,3
232292,Swapnil Singh,8,49,56,87.5,6
653033,Priyamal Perera,3,49,41,119.51219512195122,3
446857,Soaeb Tai,4,49,47,104.25531914893617,3
1048749,S Karthik,3,49,41,119.51219512195122,3
1158759,Maarten Steenkamp,4,49,39,125.64102564102564,4
348091,Kavem Hodge,6,48,48,100.0,5
450075,Kesrick Williams,22,48,86,55.81395348837209,10
1305863,Matthew Boyle,4,48,47,102.12765957446808,4
330223,Bernard Scholtz,16,48,68,70.58823529411765,4
707183,Peter Younghusband,9,48,40,120.0,4
605664,Juan Landsberg,4,48,38,126.3157894736842,1
440970,Hashmatullah Shahidi,2,47,54,87.03703703703704,2
31872,Shahbaz Nadeem,14,47,71,66.19718309859155,11
245372,Orlando Peters,5,47,51,92.15686274509804,4
596386,Niel Botha,5,47,24,195.83333333333334,4
37749,Nathan McCullum,10,47,51,92.15686274509804,8
1196500,Zawar Farid,10,47,48,97.91666666666667,7
380986,Bokang Mosena,6,47,78,60.256410256410255,4
1170200,Gandhar Bhatawadekar,2,47,37,127.02702702702703,2
1260070,Danial Ibrahim,4,47,40,117.5,3
712219,Zahir Khan,16,47,50,94.0,9
26441,Amit Verma,3,47,40,117.5,3
1081218,Suraj Ahuja,4,47,35,134.28571428571428,2
420644,Aniruddha Joshi,2,46,44,104.54545454545455,1
948557,Jhedli van Briesies,2,46,32,143.75,1
1212481,Mohammad Aadil Alam,2,46,24,191.66666666666666,2
272279,Nathan Lyon,13,46,49,93.87755102040816,8
308515,Shem Ngoche,9,46,51,90.19607843137256,7
1079377,Ravi Teja,6,46,37,124.32432432432432,6
694211,Avesh Khan,17,46,36,127.77777777777777,6
233528,Roger Mukasa,4,46,36,127.77777777777777,4
47851,Divan van Wyk,3,46,49,93.87755102040816,3
21585,Marcus Trescothick,5,45,49,91.83673469387755,5
1201541,Langlonyamba Meitan Keishangbam,3,45,64,70.3125,2
1115033,Simon Atai,9,45,51,88.23529411764706,6
778241,Krishnan Shrijith,3,45,51,88.23529411764706,2
699687,Jean Strydom,3,45,56,80.35714285714286,3
1159295,Theo van Rensburg,2,45,40,112.5,1
303813,Ben Cotton,5,45,37,121.62162162162163,2
960071,Jatin Wadhwan,1,45,41,109.7560975609756,1
794311,Louis Delport,9,45,41,109.7560975609756,7
1339016,Jehu Anderson,3,45,65,69.23076923076923,3
643885,Saqib Mahmood,14,45,60,75.0,6
1026351,Harry Adair,3,45,48,93.75,3
430246,Yuzvendra Chahal,24,45,100,45.0,8
1218226,Muhammad Faizan,8,44,65,67.6923076923077,6
20286,Vikram Solanki,4,44,49,89.79591836734694,4
46681,Justin Ontong,5,44,44,100.0,4
1129632,Jakob Bhula,3,44,49,89.79591836734694,3
1262379,Seamus Lynch,6,44,39,112.82051282051282,5
541777,Kelvin Smith,3,44,42,104.76190476190476,2
1153149,Vijayakanth Viyaskanth,10,44,55,80.0,3
1246455,Mohit Raut,6,44,45,97.77777777777777,7
429738,Lakshan Sandakan,14,44,86,51.16279069767442,5
1185574,Ben Geddes,6,44,49,89.79591836734694,6
1125960,Tanush Kotian,4,44,36,122.22222222222223,3
801929,Abhishek Gupta,2,43,32,134.375,1
235519,Tendai Chisoro,7,43,47,91.48936170212765,3
428366,Lahiru Madushanka,10,43,53,81.13207547169812,6
1246430,Dheeraj Kumar,4,43,26,165.3846153846154,3
25057,Kila Pala,3,43,36,119.44444444444444,2
948437,Shaun Fouché,2,43,40,107.5,1
777537,KC Cariappa,8,43,39,110.25641025641026,7
396249,Joe Gatting,4,43,44,97.72727272727273,3
543195,Gregory Mahlokwana,12,43,59,72.88135593220339,6
714461,Akash Parkar,3,43,61,70.49180327868852,3
726989,Sharad Lumba,2,43,34,126.47058823529412,2
1089097,JJ Tasman-Jones,5,43,41,104.8780487804878,5
653695,Matt Parkinson,18,43,54,79.62962962962963,12
447587,Jayant Yadav,7,43,42,102.38095238095238,5
1339045,Chanchal Rathore,3,43,44,97.72727272727273,3
484057,Nakul Verma,3,42,54,77.77777777777777,2
749693,Derval Green,4,42,45,93.33333333333333,2
1104894,Thomas Bevan,3,42,40,105.0,3
1210287,Movin Subasingha,2,42,41,102.4390243902439,1
1259996,James Sales,6,42,41,102.4390243902439,3
772061,Sam Cook,17,42,43,97.67441860465117,6
1131933,Nipan Deka,1,42,26,161.53846153846155,1
605570,Jake Doran,5,42,53,79.24528301886792,4
605087,Suryakant Pradhan,2,42,24,175.0,2
4292,Travis Birt,3,41,30,136.66666666666666,3
55346,Graeme Cremer,11,41,65,63.07692307692308,9
330518,Zandrѐ Swartz,2,41,23,178.2608695652174,2
1323727,Junior Sinclair,5,41,35,117.14285714285714,1
379145,Tabraiz Shamsi,31,41,84,48.80952380952381,14
696127,Brad Evans,5,41,40,102.5,5
269111,Greg Hay,4,41,39,105.12820512820512,4
1166267,Joshua Dodd,2,41,30,136.66666666666666,2
1190053,Max Burton,3,41,43,95.34883720930233,3
1217156,Ravindu Fernando,4,41,33,124.24242424242425,3
633362,Sharafuddin Ashraf,9,41,51,80.3921568627451,6
232724,David Rankin,4,41,55,74.54545454545455,4
737377,Andy Gorvin,4,41,38,107.89473684210526,4
440894,Carmi le Roux,6,40,44,90.9090909090909,3
547768,Donovan Grobbelaar,6,40,37,108.10810810810811,3
632172,Haseeb Hameed,2,40,36,111.11111111111111,2
596069,Thamsanga Kumalo,6,40,55,72.72727272727273,6
1070199,Het Patel,4,40,57,70.17543859649123,3
595884,Jandré Pretorius,1,40,39,102.56410256410257,1
826689,Pramod Madushan,6,40,46,86.95652173913044,2
42699,Saeed Ajmal,7,40,34,117.6470588235294,5
906053,Tom Scriven,6,40,45,88.88888888888889,6
542023,Lungi Ngidi,15,40,54,74.07407407407408,6
894103,Aaron Beard,7,40,33,121.21212121212122,3
674201,Daniel Sincuba,4,40,49,81.63265306122449,4
971349,Nandre Burger,14,40,83,48.19277108433735,6
853113,Pranshu Vijayran,3,40,26,153.84615384615384,2
390730,Manisankar  Murasingh,3,40,34,117.6470588235294,3
416190,Kjorn Ottley,2,40,42,95.23809523809524,1
1088618,Jonathan Merlo,6,40,33,121.21212121212122,5
643425,Callum Brodrick,4,40,34,117.6470588235294,3
379927,Beuran Hendricks,14,40,45,88.88888888888889,7
1195686,Matthew Nandu,2,40,46,86.95652173913044,1
498825,Bradley Dial,5,40,38,105.26315789473684,5
494847,Junaid Siddiqui,4,39,26,150.0,3
959761,Zak Gibson,6,39,36,108.33333333333333,2
52997,Shane Shillingford,8,39,27,144.44444444444446,4
517946,Recordo Gordon,7,39,28,139.28571428571428,5
45206,Phaphama Fojela,7,39,43,90.69767441860465,5
1287032,Naman Dhir,4,39,28,139.28571428571428,4
381071,Victor Mahlangu,2,39,40,97.5,2
1212684,Subham Mandal,1,39,39,100.0,1
595645,Thomas Hobson,5,39,43,90.69767441860465,4
228943,Sunny Sohal,2,39,37,105.4054054054054,2
1168640,Samarpit Joshi,1,39,27,144.44444444444446,1
672775,Carl Mumba,4,39,38,102.63157894736842,3
553800,Chris Tremain,11,39,36,108.33333333333333,2
516561,Dawlat Zadran,7,38,19,200.0,3
1135347,Sanjeet Desai,4,38,41,92.6829268292683,3
777533,Dikshanshu Negi,3,38,34,111.76470588235294,1
684823,Siphamandla Dapo,4,38,49,77.55102040816327,4
1046771,Jack Plom,9,38,38,100.0,6
1151275,Mohit Jangra,3,38,35,108.57142857142857,3
568983,Alex Mellor,6,38,37,102.70270270270271,3
952227,Ntokozo Mahlaba,3,38,39,97.43589743589743,2
528067,Murugan Ashwin,14,38,53,71.69811320754717,8
1175469,Nitin Sharma,5,38,39,97.43589743589743,4
931603,Brendan Doggett,13,38,42,90.47619047619048,6
501884,Ruben Claassen,6,38,37,102.70270270270271,3
416106,Rahil Ahmed,2,38,50,76.0,2
542006,Antonie Muller,1,38,36,105.55555555555556,1
273439,Sachithra Senanayake,6,38,45,84.44444444444444,3
1159732,Auqib Nabi,3,38,16,237.5,2
427964,Marcello Piedt,6,38,42,90.47619047619048,2
27280,Manvinder  Bisla,2,37,30,123.33333333333333,2
1129639,Callum McLachlan,4,37,53,69.81132075471699,3
353431,Rob Taylor,7,37,34,108.82352941176471,2
1151338,Bilal Hassan,3,37,28,132.14285714285714,3
1126225,Ajay Rohera,1,37,30,123.33333333333333,1
417379,Ryan Hunter,1,37,38,97.36842105263158,1
212739,James Harris,8,37,50,74.0,5
1246509,Bidash Chingakham,4,37,31,119.35483870967742,4
6553,Andrew McDonald,3,37,46,80.43478260869566,3
646193,Riley Hekure,8,37,52,71.15384615384616,7
1206623,Dilbar Hussain,5,37,31,119.35483870967742,2
595013,Luke Philander,3,37,35,105.71428571428571,2
699539,Zakariya Paruk,4,37,48,77.08333333333333,2
1071499,Ethan-John Cunningham,5,37,29,127.58620689655173,5
376324,Anureet Singh,8,36,47,76.59574468085107,4
1151269,Yash Rathod,1,36,31,116.12903225806451,1
1170471,Tanveer Sangha,5,36,39,92.3076923076923,1
928059,Ben White,11,36,35,102.85714285714286,4
222159,Jean Symes,1,36,25,144.0,1
1129328,Teja Nidamanuru,4,36,46,78.26086956521739,3
51659,Narsingh Deonarine,4,36,41,87.8048780487805,4
595419,Brandon Glover,12,36,44,81.81818181818181,4
596456,Ainsley Ndlovu,6,36,41,87.8048780487805,3
943281,Mohammed Qasim,3,36,51,70.58823529411765,2
1195776,Priyesh Patel,2,36,21,171.42857142857142,2
1094085,David Delany,8,36,41,87.8048780487805,6
946283,Cade Carmichael,3,36,31,116.12903225806451,2
43515,Usman Mushtaq,3,36,44,81.81818181818181,1
1060785,Obaidullah,2,36,39,92.3076923076923,2
1273888,Mohit Mittan,3,36,41,87.8048780487805,3
924461,Ravi Chauhan,2,35,42,83.33333333333333,3
297936,Jack Shantry,8,35,32,109.375,5
1175478,Yashasvi Rishav,1,35,33,106.06060606060606,1
481803,Glenton Stuurman,11,35,45,77.77777777777777,9
210296,Ollie Rayner,8,35,34,102.94117647058823,4
914503,Harsh Thaker,4,35,39,89.74358974358974,3
377639,Tarun Nethula,6,35,25,140.0,2
1273948,Akash Kargave,1,35,41,85.36585365853658,1
538021,Rajat Paliwal,3,35,32,109.375,3
594235,Tshepo Moreki,13,35,68,51.470588235294116,8
595036,Bamanye Xenxe,7,35,41,85.36585365853658,6
524255,Kabua Morea,5,35,23,152.17391304347825,2
46750,Robin Peterson,6,35,47,74.46808510638297,4
497026,Mohammad Irfan,5,35,20,175.0,3
1136113,Digvijay Rangi,3,35,31,112.90322580645162,1
1135340,Mukhtar Hussain,2,35,16,218.75,1
19127,Rich Pyrah,6,35,41,85.36585365853658,5
387435,Vani Morea,5,35,44,79.54545454545455,5
402245,Amir Hamza,5,35,31,112.90322580645162,2
370040,Jeffrey Vandersay,11,35,36,97.22222222222223,5
44851,Con de Lange,3,35,22,159.0909090909091,3
402992,Shuvagata Hom,4,35,35,100.0,3
942649,Rahul Batham,2,34,31,109.6774193548387,2
681681,Janith Liyanage,4,34,54,62.96296296296296,4
1175477,Piyush Singh,2,34,33,103.03030303030303,2
43871,Zulfiqar Babar,9,34,27,125.92592592592592,6
595654,Paballo Mogoera,2,34,43,79.06976744186046,2
1252332,Bikash Rout,2,34,27,125.92592592592592,1
956021,Saahil Jain,3,34,29,117.24137931034483,3
599402,Matthew Bacon,6,34,33,103.03030303030303,3
1072661,Sinalo Gobeni,9,34,59,57.6271186440678,9
549950,Munim Shahriar,5,34,47,72.34042553191489,5
534320,Brandon Scullard,4,34,34,100.0,2
948579,Juandre Scheepers,3,34,45,75.55555555555556,3
339095,Dieter Klein,10,34,45,75.55555555555556,7
333872,Sam Rainbird,10,34,35,97.14285714285714,7
737915,Liam Banks,5,34,21,161.9047619047619,2
32486,Rohan Prem,1,34,34,100.0,1
1129664,Angus McKenzie,6,34,38,89.47368421052632,3
44411,Warren Bell,4,34,38,89.47368421052632,3
720469,Vikash Singh,5,34,26,130.76923076923077,4
526481,Saqib Zulfiqar,4,34,42,80.95238095238095,3
1244751,Arshad Khan,5,34,36,94.44444444444444,4
317293,Manpreet Gony,2,33,19,173.68421052631578,2
359746,Saad Bin Zafar,7,33,48,68.75,6
1077662,Frederick Walker,5,33,24,137.5,3
453274,Kevin Kasuza,3,33,36,91.66666666666667,3
308440,Deusdedit Muhumuza,2,33,31,106.45161290322581,1
1197718,LR Chethan,1,33,25,132.0,1
1111993,Cormac Hassett,1,33,30,110.0,1
1148776,Arjun Tendulkar,5,33,38,86.84210526315789,5
501907,Daryn Dupavillon,10,33,39,84.61538461538461,4
524078,Bredell Wessels,3,33,23,143.47826086956522,1
1196050,Josh Manley,5,33,36,91.66666666666667,2
707193,Brett Randell,7,33,29,113.79310344827586,3
238612,Nehemiah Odhiambo,5,33,35,94.28571428571429,5
1159783,Sylvester Mylliempdah,2,33,56,58.92857142857143,2
594293,Justin Dill,5,33,21,157.14285714285714,2
1136215,Fazil Rashid,3,32,26,123.07692307692308,1
260036,Tanwir Afzal,1,32,22,145.45454545454547,2
574965,Ryan Gibson,2,32,22,145.45454545454547,3
330512,Aloysius Seleka,3,32,33,96.96969696969697,3
378282,Timroy Allen,4,32,27,118.51851851851852,3
732291,Basil Thampi,7,32,35,91.42857142857143,2
605566,Tom Andrews,4,32,33,96.96969696969697,1
604616,Chama Milind,6,32,20,160.0,3
822553,Tushar Deshpande,6,32,24,133.33333333333334,2
1175448,Larry Sangma,2,32,44,72.72727272727273,2
379893,Kushen Kishun,3,32,26,123.07692307692308,3
498440,Ronsford Beaton,4,32,30,106.66666666666667,2
290632,Sreenath Aravind,7,32,41,78.04878048780488,3
568136,Fareed Ahmad,4,32,33,96.96969696969697,1
834873,Loyiso Mdasha,7,32,35,91.42857142857143,5
348095,Sebastiaan Braat,3,32,34,94.11764705882354,2
23523,Michael Yardy,5,32,25,128.0,3
642523,Mohammad Saif,4,32,48,66.66666666666667,4
314647,Horace Miller,2,32,29,110.34482758620689,2
1206052,Yudhvir Singh,7,32,18,177.77777777777777,4
627623,Charlie Wakim,2,32,35,91.42857142857143,2
1125090,Arun Chaprana,3,32,18,177.77777777777777,3
388644,Asif Ali,3,32,31,103.2258064516129,3
777515,Praveen Dubey,3,32,42,76.19047619047619,2
596392,Sithembile Langa,4,32,31,103.2258064516129,1
389666,Mohammad Abbas,9,32,21,152.38095238095238,4
875603,Jake Goodwin,1,32,29,110.34482758620689,1
685319,Thomas Kannemeyer,2,31,31,100.0,2
1343344,Curtis Heaphy,1,31,34,91.17647058823529,1
1411891,Tanish Suri,2,31,30,103.33333333333333,1
1268048,Scott MacBeth,3,31,36,86.11111111111111,1
1402600,Pratik Athavale,2,31,25,124.0,2
821931,Tebogo Mokwena,2,31,38,81.57894736842105,1
1287017,Kuldeep Gehi,1,31,28,110.71428571428571,1
1050181,Mohammad Usman,4,31,38,81.57894736842105,3
827051,Blessing Muzarabani,19,31,65,47.69230769230769,10
333152,Mpilo Njoloza,6,31,27,114.81481481481481,6
1079560,Sairaj Patil,2,31,28,110.71428571428571,1
1278252,Shariz Ahmad,4,31,23,134.7826086956522,2
378496,Parvez Rasool,5,31,31,100.0,3
1079382,Rohan  Kunnummal,2,31,27,114.81481481481481,2
1201539,Johnson Singh,4,31,35,88.57142857142857,4
371989,Navin Stewart,7,31,22,140.9090909090909,5
1082298,Ashan Randika,2,31,15,206.66666666666666,1
956033,Girinath Reddy,3,31,37,83.78378378378379,2
55329,Charles Coventry,4,30,30,100.0,3
928009,Lauchie Johns,3,30,27,111.11111111111111,2
533042,Billy Stanlake,14,30,46,65.21739130434783,3
722289,Chandrapal Singh,3,30,36,83.33333333333333,2
961713,Riley Meredith,13,30,31,96.7741935483871,7
1253296,Thomas Mayes,4,30,28,107.14285714285714,4
524077,Christopher Coombe,5,30,26,115.38461538461539,4
547758,Ed Nuttall,7,30,34,88.23529411764706,2
427178,Brian Chari,5,30,36,83.33333333333333,5
596663,Blake Schraader,6,30,36,83.33333333333333,8
1246502,Ranjeet Nikam,2,29,25,116.0,2
1300795,Akshat Raghuwanshi,4,29,26,111.53846153846153,3
554398,Amogh Sunil Desai,2,29,26,111.53846153846153,2
56268,Arafat Sunny,5,29,24,120.83333333333333,2
1070178,Chandan Sahani,2,29,29,100.0,2
1046777,Roman Walker,8,29,35,82.85714285714286,6
1089962,Patrick Dooley,7,29,34,85.29411764705883,2
10628,Matthew Boyce,2,29,38,76.3157894736842,1
777743,Abhishek Reddy,3,29,31,93.54838709677419,3
326679,Hamish Kingston,3,29,18,161.11111111111111,2
1202928,Arkaprabha Sinha,2,29,23,126.08695652173913,2
41963,Mansoor Amjad,3,29,31,93.54838709677419,3
550226,Tshepo Ntuli,4,29,46,63.04347826086956,1
55351,Bothwell Chapungu,1,29,26,111.53846153846153,1
806233,William Mashinge,2,29,24,120.83333333333333,2
1176959,Akash Deep,5,29,17,170.58823529411765,4
807535,Brad Wheal,9,29,33,87.87878787878788,4
949561,Dan Moriarty,7,29,31,93.54838709677419,5
793917,Piyush Tanwar,1,29,20,145.0,1
960363,Ishan Pandey,3,28,44,63.63636363636363,3
489849,Nirupam Sen Chowdhary,1,28,27,103.70370370370371,1
1120259,Josh Rymell,3,28,28,100.0,3
990039,Shoriful Islam,10,28,29,96.55172413793103,8
351425,Aneesh Kapil,3,28,22,127.27272727272727,2
1273885,Avinash Jadhav,2,28,21,133.33333333333334,2
343529,Shingi Masakadza,2,28,31,90.3225806451613,2
1005267,Jamie Grassi,4,28,40,70.0,3
1057456,Karl Birkenstock,3,28,27,103.70370370370371,1
55633,Chris Mpofu,6,28,34,82.3529411764706,2
260038,Faizan Riaz,2,28,26,107.6923076923077,1
1246528,Umran Malik,7,28,18,155.55555555555554,1
1125536,Benjamin Lister,11,28,28,100.0,3
340838,Urvesh Patel,1,28,25,112.0,1
499565,Aidan Brooker,3,28,36,77.77777777777777,2
1112205,Aaron Cawley,4,28,35,80.0,2
596405,Sizwe Zulu,2,28,24,116.66666666666667,1
1273854,Bharat Sharma,3,28,44,63.63636363636363,3
524095,Sagar Pun,4,28,28,100.0,2
1070955,Ruan Terblanche,1,28,25,112.0,1
245166,Mudassar Bukhari,8,28,21,133.33333333333334,5
1337353,Abdullah Bayoumy,6,28,37,75.67567567567568,6
55820,Prosper Utseya,4,28,22,127.27272727272727,2
1153148,Sonal Dinusha,1,28,32,87.5,1
1329695,Hassan Nawaz,3,28,28,100.0,3
488620,Tladi Bokako,11,28,32,87.5,6
379926,Dane Piedt,4,28,35,80.0,3
1071484,Brian Bennett,3,28,24,116.66666666666667,3
807507,Siphamandla Mavanda,2,27,30,90.0,2
1161486,Leonardo Julien,4,27,40,67.5,4
404461,Freddie van den Bergh,3,27,26,103.84615384615384,2
279545,Pradeep Sangwan,7,27,26,103.84615384615384,4
212756,Sachith Pathirana,5,27,24,112.5,5
596493,Katleho Leokaoke,6,27,28,96.42857142857143,5
379088,Rabian Engelbrecht,5,27,25,108.0,2
1070707,Jade Smith,3,27,22,122.72727272727273,3
514398,Harry Podmore,7,27,49,55.10204081632653,6
1072485,Pawan Sarraf,4,27,49,55.10204081632653,4
786639,Kavin  Bandara,1,27,16,168.75,1
509461,Joe Walker,5,27,33,81.81818181818181,3
473193,Tom Bailey,8,27,29,93.10344827586206,6
443367,Naeem Anjum,4,27,26,103.84615384615384,2
1175435,Vijay Sharma,3,27,19,142.10526315789474,1
1273869,Parameeswaran Sivaraman,3,27,33,81.81818181818181,3
594997,Dyllan Matthews,4,27,30,90.0,4
1072586,Jarred Alder,2,27,32,84.375,2
1159759,Techi Doria,2,27,45,60.0,2
1206769,Jayden Lennox,4,27,29,93.10344827586206,2
942367,Mayank Dagar,5,27,22,122.72727272727273,4
290947,James Burke,7,26,36,72.22222222222223,6
873769,Sultan Ahmed,8,26,33,78.78787878787878,6
49700,Jeevan Mendis,9,26,40,65.0,7
343548,Raza Hasan,5,26,31,83.87096774193549,4
820393,Sumit Kumar,2,26,17,152.94117647058823,2
1193546,Adithya Ashok,9,26,27,96.29629629629629,4
1078697,Jeavor Royal,8,26,28,92.85714285714286,4
497543,Mark Craig,3,26,25,104.0,2
1124470,Blake Coburn,3,26,32,81.25,2
699491,Abhimanyu Easwaran,3,26,22,118.18181818181819,2
1079561,Rushabh Rathod,2,26,22,118.18181818181819,2
696131,Jeremy Ives,2,26,30,86.66666666666667,2
595056,Kabelo Sekhukhune,4,26,27,96.29629629629629,4
1108375,Varun Chakravarthy,12,26,55,47.27272727272727,4
