p_bat,bat,matches,batruns,ballfaced,strike rate,dismissals
409957,Ryan Pringle,38,404,335,120.59701492537313,35
990031,Towhid Hridoy,16,404,300,134.66666666666666,13
793413,Zeeshan Malik,16,403,323,124.76780185758514,14
20123,Owais Shah,16,402,311,129.2604501607717,15
958691,Ashen Bandara,17,402,346,116.18497109826589,16
17171,Gordon Muchall,19,402,344,116.86046511627907,11
333782,Timm van der Gugten,35,402,268,150.0,22
410765,Nurul Hasan,38,402,339,118.58407079646018,23
420419,Tobias Visee,25,400,272,147.05882352941177,23
468573,Ross Adair,19,398,249,159.8393574297189,18
1072470,Shaheen Shah Afridi,53,398,317,125.55205047318611,35
625960,Kyle Jamieson,28,397,296,134.1216216216216,16
1092313,Rohail Nazir,27,397,313,126.8370607028754,24
1066118,Ali Imran,15,396,289,137.0242214532872,15
595786,Jean du Plessis,14,396,333,118.91891891891892,16
1163453,William O'Donnell,18,396,314,126.11464968152866,17
1048847,Hari Nishaanth,15,396,328,120.73170731707317,13
334394,Sam Whiteman,24,394,315,125.07936507936508,23
585081,Khawar Ali,24,394,407,96.80589680589681,25
914625,Jack Boyle,20,392,369,106.23306233062331,20
220519,Rameez Shahzad,18,389,357,108.96358543417367,14
550133,Mosaddek Hossain,31,389,341,114.07624633431085,22
914171,Qais Ahmad,48,389,317,122.71293375394322,33
508329,Ben Smith,17,388,323,120.12383900928792,15
327829,Kelly Smuts,22,388,295,131.52542372881356,15
470917,James McCollum,16,388,305,127.21311475409836,15
332980,Charles Amini,21,384,355,108.16901408450704,17
327831,Yaseen Vallie,16,383,333,115.01501501501501,13
1260386,Tawanda Muyeye,22,383,280,136.78571428571428,22
625962,Ken McClure,21,381,267,142.69662921348313,18
373321,Somila Seyibokwe,14,381,327,116.5137614678899,13
27223,Stuart Binny,34,380,303,125.41254125412541,24
596375,Tarisai Musakanda,16,379,307,123.45276872964169,14
595790,Nikolaas Davin,14,379,249,152.20883534136547,13
1095900,Kashif Ali,21,378,318,118.86792452830188,17
910695,Ben Curran,21,378,298,126.84563758389261,21
914623,Liam Trevaskis,45,377,298,126.51006711409396,26
1074333,Nuwanidu Fernando,17,377,309,122.00647249190939,16
237696,Sheldon Jackson,18,377,298,126.51006711409396,13
500267,Seb Gotch,30,377,368,102.44565217391305,22
717373,Amad Butt,35,376,262,143.5114503816794,23
824159,Tayyab Tahir,13,374,276,135.5072463768116,13
304735,Dilshan Munaweera,19,374,304,123.02631578947368,19
541224,Luke Jongwe,36,373,333,112.01201201201201,26
297484,Ernest Kemm,13,373,350,106.57142857142857,12
596664,Zane Green,34,371,412,90.04854368932038,28
1255248,Jordan Hermann,12,370,321,115.26479750778816,10
310525,Chris Wood,46,369,326,113.19018404907976,28
1151273,Nehal Wadhera,14,369,244,151.2295081967213,11
1125958,Atharva Taide,17,368,287,128.22299651567945,13
464626,Craig Overton,38,368,278,132.37410071942446,22
230856,Grant Mokoena,29,367,404,90.84158415841584,28
267479,Stiaan van Zyl,12,367,274,133.94160583941607,11
594992,Murray Commins,18,366,282,129.7872340425532,19
526838,George Scott,27,366,351,104.27350427350427,17
475281,Shardul Thakur,39,365,252,144.84126984126985,25
394868,Bismillah Khan,24,363,284,127.8169014084507,22
46393,Ryan McLaren,20,362,279,129.74910394265234,10
348059,Barry McCarthy,40,361,293,123.20819112627986,27
422965,Shehan Jayasuriya,23,360,347,103.74639769452449,24
317252,Sohail Khan,43,359,307,116.93811074918567,33
1088610,Jack Edwards,24,357,343,104.08163265306122,24
1137283,Thomas Rogers,15,356,289,123.1833910034602,14
598896,Umar Siddiq,20,356,319,111.5987460815047,16
559059,Joe Carter,24,355,305,116.39344262295081,17
530773,Pawan Negi,35,355,290,122.41379310344827,26
604573,Vivek Singh,14,354,267,132.58426966292134,11
632173,Rob Jones,23,353,305,115.73770491803279,10
271165,Matthew Arnold,18,353,288,122.56944444444444,12
32102,Naman Ojha,30,353,328,107.6219512195122,24
458895,Andrew Salter,47,353,309,114.23948220064725,32
37095,Daniel Flynn,23,351,235,149.36170212765958,19
906749,Dominic Drakes,28,350,263,133.07984790874525,19
230556,Andre McCarthy,22,349,300,116.33333333333333,20
211854,Rob Quiney,16,348,241,144.39834024896265,15
1065662,Roshon Primus,27,348,287,121.25435540069687,18
1112535,Neil Rock,26,348,290,120.0,20
1159711,Shahbaz Ahmed,29,347,307,113.02931596091206,23
951781,Milton Shumba,25,347,337,102.9673590504451,20
46945,Vernon Philander,21,344,246,139.83739837398375,11
778963,Abhinav Manohar,17,342,235,145.53191489361703,13
437448,Jake Lehmann,28,341,311,109.64630225080386,23
333879,Michael Erlank,16,340,312,108.97435897435898,14
596073,Lesego Senokwane,22,340,359,94.70752089136491,22
637970,Harry Dearden,19,339,324,104.62962962962963,16
519544,Tom Taylor,30,339,280,121.07142857142857,18
1168667,Joshua Da Silva,14,339,319,106.26959247648902,12
1169695,Troy Johnson,22,338,319,105.95611285266457,15
605683,Migael Pretorius,40,337,248,135.88709677419354,26
956871,Prerak Mankad,14,337,213,158.21596244131456,11
559066,Ish Sodhi,61,337,309,109.06148867313915,38
259517,Ben Brown,23,335,286,117.13286713286713,21
36592,Peter Borren,16,334,243,137.4485596707819,14
414821,Stuart Thompson,29,334,258,129.45736434108528,21
208269,Naved Yasin,15,332,312,106.41025641025641,13
395086,Ateeq Javid,24,331,292,113.35616438356165,16
642531,Ricky Bhui,10,331,207,159.90338164251207,8
381033,Patrick Botha,20,330,285,115.78947368421052,17
12877,James Foster,29,330,230,143.47826086956522,25
720465,Virat Singh,13,330,286,115.38461538461539,14
1131181,Llew Johnson,23,330,286,115.38461538461539,22
267455,Rakep Patel,12,329,243,135.3909465020576,14
604593,Vishnu Solanki,14,329,288,114.23611111111111,14
696401,Marco Jansen,27,328,262,125.19083969465649,21
222354,Milinda Siriwardana,23,328,247,132.79352226720647,19
23513,Graeme White,39,327,251,130.27888446215138,22
833777,Michael van Lingen,16,327,267,122.47191011235955,16
774223,Jhye Richardson,40,327,297,110.1010101010101,21
698343,Eathan Bosch,21,326,286,113.98601398601399,21
1206406,Jake Gibson,12,326,216,150.92592592592592,9
310519,Scott Borthwick,29,326,307,106.18892508143323,18
571707,Tyrone Kane,17,325,223,145.73991031390133,13
348016,Irfan Karim,13,325,339,95.87020648967551,9
524253,Norman Vanua,24,325,241,134.85477178423236,17
1070180,Priyam Garg,23,325,279,116.48745519713262,23
739603,Aaron Thomason,26,324,259,125.0965250965251,19
308338,Greg Smith,15,324,263,123.19391634980988,12
1194744,Shevon Daniel,15,323,280,115.35714285714286,15
322812,David White,7,323,255,126.66666666666667,7
47490,Daryn Smit,19,321,261,122.98850574712644,12
326639,Simon Milenko,30,320,265,120.75471698113208,20
868843,Louis Kimber,17,320,205,156.09756097560975,13
432783,Sachin Baby,16,318,233,136.48068669527896,13
529436,Srikar Bharat,16,317,250,126.8,15
36993,Andrew Ellis,19,317,280,113.21428571428571,15
1123428,Usman Khan,10,317,207,153.1400966183575,9
1072463,Nasir Nawaz,15,315,242,130.16528925619835,14
429122,Umaid Asif,34,315,201,156.71641791044777,21
543324,Jurie Snyman,15,315,216,145.83333333333334,12
7529,Nathan Reardon,16,313,264,118.56060606060606,14
596062,Matthew Montgomery,16,313,258,121.31782945736434,14
431909,Jermaine Blackwood,15,311,318,97.79874213836477,15
1149211,Robin Das,16,311,203,153.20197044334975,14
322818,Ayabulela Gqamane,29,311,220,141.36363636363637,22
959789,Hassan Khan,30,310,247,125.50607287449392,18
317248,Saad Nasim,25,309,288,107.29166666666667,21
1276719,Kashyap Prajapati,16,309,278,111.15107913669065,14
19264,Liam Plunkett,40,309,221,139.81900452488688,26
328160,Obus Pienaar,16,309,313,98.72204472843451,15
384530,Adil Amin,21,308,254,121.25984251968504,18
22280,Mark Wallace,17,307,294,104.421768707483,16
500360,Akshdeep Nath,17,307,273,112.45421245421245,14
826915,Nathan Ellis,55,306,283,108.12720848056537,34
349853,Zafar Ansari,17,305,212,143.8679245283019,11
422592,Fabian Cowdrey,20,305,234,130.34188034188034,16
564774,Jeremy Lawlor,18,304,260,116.92307692307692,18
647667,Usama Mir,34,304,205,148.29268292682926,20
816599,Himanshu Rana,10,303,237,127.84810126582279,9
381183,Evan Gulbis,21,302,249,121.285140562249,16
713195,Harry Nielsen,18,302,251,120.3187250996016,15
670031,Alzarri Joseph,44,302,282,107.09219858156028,19
1185475,Qasim Akram,23,301,216,139.35185185185185,18
1072488,Rohit Paudel,11,300,236,127.11864406779661,8
534734,Chirag Suri,18,300,297,101.01010101010101,19
40250,Fawad Alam,12,300,260,115.38461538461539,11
1076722,Will Sutherland,29,300,233,128.75536480686696,20
29264,Harbhajan Singh,33,299,253,118.18181818181819,18
998369,Ben Charlesworth,13,299,196,152.55102040816325,12
4498,Aiden Blizzard,16,299,270,110.74074074074075,14
25967,Paras Khadka,14,299,277,107.94223826714801,13
450860,Adam Milne,48,296,260,113.84615384615384,27
539511,Henry Nicholls,17,295,259,113.8996138996139,15
826869,Shivam Chaudhary,9,294,240,122.5,8
1083851,Suyash Prabhudessai,19,293,225,130.22222222222223,16
595647,Onke Nyaku,29,293,244,120.08196721311475,18
429708,Cebo Tshiki,20,292,290,100.6896551724138,17
424377,Krishnappa Gowtham,29,292,168,173.8095238095238,18
1199393,Abdul Bangalzai,18,291,290,100.34482758620689,17
41984,Mohammad Nadeem,21,291,262,111.06870229007633,16
784379,Wanindu Hasaranga,10,291,155,187.74193548387098,9
785673,Nono Pongolo,20,290,260,111.53846153846153,12
713811,Tinashe Kamunhukamwe,17,289,275,105.0909090909091,18
827023,Lo-handre Louwrens,12,289,206,140.29126213592232,12
51784,Rayad Emrit,33,289,251,115.13944223107569,20
244497,Adil Rashid,59,289,261,110.727969348659,33
605681,Evan Jones,18,289,216,133.7962962962963,14
13533,Andrew Gale,12,288,263,109.50570342205323,11
1095899,William Buttleman,20,288,233,123.60515021459227,16
482020,Khalipha Cele,14,288,302,95.36423841059603,12
506612,Matt Henry,34,287,190,151.05263157894737,23
455463,Aamir Kaleem,21,285,260,109.61538461538461,20
1107572,Tom Clark,13,285,192,148.4375,14
330408,Chris Barnwell,28,285,280,101.78571428571429,21
1148593,Emilio Gay,12,285,216,131.94444444444446,12
5766,David Hussey,16,284,204,139.2156862745098,13
709675,James Bazley,23,284,222,127.92792792792793,16
318340,Noor Ali Zadran,11,284,250,113.6,11
300629,Angelo Perera,12,283,219,129.22374429223746,10
1189878,Matt Ford,13,283,200,141.5,8
326625,Cameron Boyce,38,282,240,117.5,29
290727,Rishi Dhawan,23,282,230,122.6086956521739,11
233648,Alex Doolan,15,282,250,112.8,13
696587,Jonathan Bird,14,281,251,111.95219123505976,15
547079,Sami Aslam,9,281,221,127.14932126696833,7
926717,Christian Leopard,19,281,196,143.3673469387755,16
362603,Shafiqullah,26,281,166,169.27710843373495,17
38003,Stephen Murdoch,18,280,224,125.0,16
529349,Dhiren Gondaria,10,280,202,138.6138613861386,8
570854,Jack Wildermuth,31,280,233,120.1716738197425,27
1331512,Mirza Baig,12,280,218,128.44036697247705,11
8845,Tim Ambrose,16,280,247,113.36032388663968,12
393279,Marchant de Lange,38,279,215,129.7674418604651,28
24844,Sarel Burger,15,279,278,100.35971223021583,11
465327,Innocent Kaia,15,277,268,103.35820895522389,12
825211,Ryan Gibson,24,277,265,104.52830188679245,17
55354,Chamu Chibhabha,18,276,255,108.23529411764706,18
652687,Saud Shakeel,17,274,234,117.09401709401709,15
1098186,Grant Stewart,33,272,203,133.99014778325125,20
440523,Ben Wheeler,24,271,196,138.26530612244898,15
1131570,Urvil Patel,10,270,156,173.07692307692307,10
789729,Callum Parkinson,53,270,290,93.10344827586206,25
553249,Bjorn Fortuin,46,270,258,104.65116279069767,31
738445,Mohammad Shahzad,19,269,230,116.95652173913044,16
1263691,Rehan Ahmed,32,268,228,117.54385964912281,21
500135,Prashant Chopra,11,267,238,112.18487394957984,10
570241,Mattie McKiernan,29,267,180,148.33333333333334,19
779929,Nick Hobson,16,267,214,124.76635514018692,13
595954,Duan Jansen,21,266,177,150.28248587570621,13
1323683,Aaron Johnson,3,266,151,176.158940397351,2
641385,Martin Andersson,30,265,238,111.34453781512605,23
1027867,Lasith Croospulle,12,265,192,138.02083333333334,11
272262,Kane Richardson,42,264,217,121.6589861751152,16
398519,Avi Barot,4,264,134,197.01492537313433,4
334621,Shadley van Schalkwyk,20,263,236,111.44067796610169,13
1260388,Toby Albert,18,263,223,117.9372197309417,13
625959,Shawn Hicks,13,261,204,127.94117647058823,12
916727,Mohammad Imran,13,260,188,138.29787234042553,10
1161044,Shamim Hossain,14,260,207,125.60386473429952,12
962831,Henry Shipley,19,258,186,138.70967741935485,15
407265,Josh Davey,31,258,183,140.98360655737704,10
1223047,Josh Brown,14,258,174,148.27586206896552,14
853859,Samarth Vyas,11,257,171,150.29239766081872,10
596540,Mathew Christensen,17,256,228,112.28070175438596,11
370535,Toby Roland-Jones,26,256,208,123.07692307692308,19
637151,Danny Lamb,32,256,246,104.0650406504065,19
21229,Will Smith,25,255,243,104.93827160493827,20
297635,James Taylor,11,253,205,123.41463414634147,10
379873,Jerry Nqolo,12,253,180,140.55555555555554,10
290462,Solomon Mire,8,253,196,129.08163265306123,9
901157,Arjun Nair,23,251,213,117.84037558685446,11
1125715,Justin Avendano,17,251,222,113.06306306306307,18
291844,Alex Obanda,10,250,183,136.6120218579235,8
817069,Navneet Dhaliwal,9,250,229,109.17030567685589,6
461281,Preston Mommsen,7,250,164,152.4390243902439,4
440990,Lega Siaka,23,250,262,95.41984732824427,23
326016,Bhuvneshwar Kumar,57,250,268,93.28358208955224,28
512627,Harry Finch,17,249,233,106.86695278969957,13
30288,Karn Sharma,24,249,198,125.75757575757575,15
474760,Chundangapoyil Rizwan,13,249,227,109.69162995594714,10
629063,Mehidy Hasan Miraz,20,248,209,118.66028708133972,17
379144,Graham Hume,20,247,200,123.5,13
1292498,Yash Dhull,11,247,239,103.34728033472804,8
1094990,Lewis Goldsworthy,15,247,212,116.50943396226415,11
732269,Upendra Yadav,8,246,215,114.4186046511628,7
594264,Karabo Mogotsi,11,246,276,89.1304347826087,11
1079470,Ramandeep Singh,16,245,154,159.0909090909091,11
232285,Peter Forrest,8,245,231,106.06060606060606,7
340063,Kedar Devdhar,7,244,185,131.8918918918919,7
533953,Najeeb Tarakai,10,244,193,126.42487046632124,9
788879,Nauman Anwar,17,244,211,115.63981042654028,15
833087,Mahedi Hasan,27,244,245,99.59183673469387,22
698315,Donovan Ferreira,13,243,165,147.27272727272728,11
785323,Nathan McAndrew,30,242,162,149.3827160493827,13
336594,Andrea Agathangelou,16,242,177,136.72316384180792,14
381006,Thomas Kaber,16,241,190,126.84210526315789,12
233400,Gyanendra Malla,17,241,233,103.43347639484979,16
437438,Prenelan Subrayen,24,240,205,117.07317073170732,14
816627,Macalister Wright,10,240,223,107.62331838565022,9
379504,Adam Zampa,60,240,285,84.21052631578948,34
1077310,Naseem Khushi,20,239,178,134.26966292134833,19
571151,James Weighell,26,239,174,137.35632183908046,18
496764,Musadiq Ahmed,21,239,177,135.02824858757063,17
32966,Piyush Chawla,34,238,216,110.18518518518519,24
348154,Zafar Gohar,27,238,218,109.1743119266055,17
1290929,Tim Robinson,10,237,157,150.95541401273886,10
308794,Michael Swart,10,237,227,104.40528634361233,7
38058,Rob Nicol,9,236,196,120.40816326530613,8
536337,Sizwe Masondo,20,234,264,88.63636363636364,18
596084,Ruan Haasbroek,14,234,209,111.96172248803828,10
515931,Yaseen Valli,10,233,211,110.42654028436019,8
742489,Neil Brand,16,232,225,103.11111111111111,17
628217,Chaitanya Bishnoi,7,232,165,140.6060606060606,7
819429,Azmatullah Omarzai,19,231,189,122.22222222222223,14
902447,Dale Phillips,18,228,211,108.05687203791469,14
747315,Nathan Sowter,36,228,194,117.52577319587628,19
477071,Baba Aparajith,9,228,202,112.87128712871286,6
950303,Ghulam Shabber,15,225,196,114.79591836734694,11
596097,Rubin Hermann,13,224,195,114.87179487179488,10
300617,Rony Talukdar,10,224,165,135.75757575757575,10
44394,Gareth Berg,27,223,193,115.5440414507772,18
55787,Vusi Sibanda,9,222,213,104.22535211267606,10
701217,Aarif Sheikh,13,220,209,105.26315789473684,10
573170,Luke Wood,44,220,212,103.77358490566037,25
800675,Karan KC,18,219,149,146.9798657718121,12
1099225,Fionn Hand,17,219,174,125.86206896551724,12
541991,JP Kotze,19,219,234,93.58974358974359,15
1150772,Tom Hartley,33,219,175,125.14285714285714,17
805235,Himmat Singh,12,218,153,142.48366013071896,8
505773,Apoorv Wankhade,10,218,160,136.25,9
39940,Ashfaq Ahmed,6,217,160,135.625,6
15501,Geraint Jones,11,217,159,136.47798742138366,8
956319,Ayaan Khan,12,217,194,111.85567010309278,11
801019,Ashwin Hebbar,8,216,163,132.51533742331287,8
40618,Imran Tahir,48,215,210,102.38095238095238,25
512907,Tom Helm,34,215,209,102.87081339712918,17
297583,Kyle Abbott,27,215,165,130.3030303030303,15
333904,Aditya Tare,18,214,195,109.74358974358974,18
310107,Danny Briggs,40,213,169,126.03550295857988,19
1185538,Mohammad Wasim,25,212,175,121.14285714285714,12
463668,Jake Lintott,28,212,208,101.92307692307692,16
604612,Rahul Singh,5,212,133,159.3984962406015,1
1161606,Haris Rauf,38,211,155,136.1290322580645,27
319758,Karim Sadiq,11,211,177,119.2090395480226,10
596535,Benjamin van Niekerk,8,210,137,153.28467153284672,8
385065,Asif Afridi,19,209,154,135.71428571428572,14
1194959,Jacob Bethell,20,209,173,120.8092485549133,15
928073,William McClintock,12,208,179,116.20111731843575,8
353429,Shiv Thakor,21,208,161,129.19254658385094,15
1126059,Omair Yousuf,7,208,141,147.5177304964539,5
1077309,Khurram Nawaz,13,207,185,111.89189189189189,12
1124290,Nathan McSweeney,9,206,168,122.61904761904762,7
379872,Gionne Koopman,13,206,190,108.42105263157895,13
371150,Ashok Menaria,9,206,156,132.05128205128204,7
699501,Naushad Shaikh,6,205,160,128.125,6
1150021,Matthew Revis,17,205,164,125.0,10
1168049,Jake Fraser-McGurk,18,205,207,99.03381642512078,15
629075,Minod Bhanuka,12,205,196,104.59183673469387,13
706341,Eknath Kerkar,12,205,171,119.88304093567251,10
316730,Jono Dean,15,204,170,120.0,13
590327,Dhruv Shorey,7,203,163,124.5398773006135,5
1071473,Jan Nicol Loftie-Eaton,16,203,174,116.66666666666667,14
1132219,Sanvir Singh,14,202,116,174.13793103448276,4
940733,Mohammed Azharuddeen,5,202,102,198.0392156862745,4
39950,Abid Ali,8,201,186,108.06451612903226,7
371814,Kevon Cooper,23,201,142,141.54929577464787,15
629070,Mohammad Saifuddin,18,200,176,113.63636363636364,11
376116,Umesh Yadav,37,200,165,121.21212121212122,17
51866,Assad Fudadin,10,199,190,104.73684210526316,7
8491,Jimmy Adams,15,199,153,130.0653594771242,14
390484,Jaydev Unadkat,24,199,154,129.2207792207792,13
1260069,Ali Orr,9,199,121,164.46280991735537,9
273686,Naved Malik,10,199,133,149.62406015037595,9
793447,Naveen-ul-Haq,34,199,185,107.56756756756756,23
722597,Akash Vasisht,8,199,132,150.75757575757575,7
1276700,Shoaib Khan,12,199,172,115.69767441860465,11
24827,Gerrie Snyman,17,198,188,105.31914893617021,17
1168641,Harpreet Brar,22,198,166,119.27710843373494,13
315232,Asif Khan,9,198,156,126.92307692307692,8
496219,Chirag Gandhi,9,197,156,126.28205128205128,6
959771,Nathan Smith,20,196,169,115.97633136094674,16
318334,Nawroz Mangal,8,196,165,118.78787878787878,6
648439,Aadil Ali,16,196,180,108.88888888888889,13
1202263,Thomas Kelly,18,195,177,110.16949152542372,11
340062,Priyank Panchal,8,195,146,133.56164383561645,9
308410,Pikky Ya France,18,195,232,84.05172413793103,14
334380,Tom Beaton,11,194,128,151.5625,5
446499,Unmukt Chand,11,194,172,112.79069767441861,11
213674,Todd Astle,19,193,169,114.20118343195266,11
646003,Jack Burnham,20,193,217,88.94009216589862,19
698311,Joshua van Heerden,11,193,183,105.46448087431693,8
38607,William Somerville,16,193,139,138.84892086330936,7
1175488,Dhruv Jurel,14,193,114,169.2982456140351,7
354165,Richard Oliver,9,193,168,114.88095238095238,8
1187710,Nathan McGuire,16,193,162,119.1358024691358,15
498875,Bilal Asif,14,193,186,103.76344086021506,12
644045,Anuj Dal,19,192,165,116.36363636363636,15
777739,Rohan Kadam,4,192,142,135.2112676056338,3
340854,Harpreet Singh,7,191,155,123.2258064516129,7
680045,Shubham Sharma,7,191,162,117.90123456790124,7
473004,Usman Arshad,19,191,159,120.12578616352201,9
233802,Ashan Priyanjan,12,191,187,102.13903743315508,7
334340,Ian Holland,15,191,155,123.2258064516129,7
436686,Gareth Roderick,19,191,151,126.49006622516556,14
377534,Shashank Singh,11,190,162,117.28395061728395,9
707111,Henry Cooper,14,190,189,100.52910052910053,11
873199,Chris Greaves,12,190,177,107.34463276836158,9
288616,Tom Poynton,15,189,145,130.3448275862069,9
707173,Jamie Gibson,14,189,133,142.10526315789474,12
314650,Nkrumah Bonner,10,189,209,90.43062200956938,8
528332,Nikhil Gangta,8,189,150,126.0,10
38141,Jeetan Patel,44,189,169,111.83431952662721,31
300624,Srimantha Wijeyeratne,7,189,142,133.09859154929578,6
485546,Yassar Cook,15,189,235,80.42553191489361,13
1026379,Henry Brookes,26,188,145,129.6551724137931,16
577345,Michau du Preez,7,188,152,123.6842105263158,6
321154,Gauhar Ali,14,188,139,135.25179856115108,13
319439,Mitchell McClenaghan,50,188,169,111.24260355029585,33
696139,Ryan Murray,5,187,147,127.21088435374149,3
385996,Brendon Louw,16,187,193,96.89119170984456,15
820689,Shamar Springer,17,187,176,106.25,10
1152427,Dunith Wellalage,13,187,178,105.0561797752809,7
1169586,Mangal Mahrour,4,187,156,119.87179487179488,4
1175489,Sameer Rizvi,6,187,141,132.6241134751773,4
962107,Rizwan Hussain,15,187,161,116.14906832298136,13
355092,Joe Leach,24,186,166,112.04819277108433,20
974109,Mujeeb Ur Rahman,44,185,180,102.77777777777777,24
1071000,Bryce Parsons,15,184,176,104.54545454545455,15
659081,Mark Watt,29,183,168,108.92857142857143,18
281226,Letlotlo Sesele,11,183,187,97.86096256684492,11
39037,Azhar Ali,7,183,172,106.3953488372093,7
1252163,Cole Briggs,9,183,150,122.0,9
559235,Kuldeep Yadav,33,182,234,77.77777777777777,13
288285,Clive Rose,18,182,130,140.0,11
44660,Werner Coetsee,9,182,150,121.33333333333333,3
946453,Daniel Smith,7,182,171,106.4327485380117,6
432344,Ankit Lamba,9,182,185,98.37837837837837,9
344580,Shreyas Gopal,23,182,172,105.81395348837209,14
1060203,Shivam Chauhan,6,179,139,128.77697841726618,6
946507,Tadiwanashe Marumani,19,177,194,91.23711340206185,19
732293,Vishnu Vinod,11,177,140,126.42857142857143,8
379089,Jean Bredenkamp,6,177,155,114.19354838709677,3
230557,William Perkins,11,174,153,113.72549019607843,10
348129,Nitish Kumar,7,174,125,139.2,7
1079839,Anukul Roy,14,174,115,151.30434782608697,10
1254269,Aman Hakim Khan,15,173,135,128.14814814814815,13
931015,Thanuka Dabare,10,173,148,116.89189189189189,10
851409,Parth Sahani,10,173,137,126.27737226277372,7
533862,Mohammad Naveed,21,172,140,122.85714285714286,13
46942,Aaron Phangiso,24,172,194,88.65979381443299,16
1233704,Jared Wilson,9,171,120,142.5,8
297630,Matt Coles,30,171,142,120.4225352112676,26
379770,James Price,6,171,124,137.90322580645162,5
982593,Joshua Richards,10,170,166,102.40963855421687,10
243945,Tom Smith,36,170,167,101.79640718562874,11
42433,Raza Ali Dar,9,170,144,118.05555555555556,8
1096822,Callum Taylor,18,170,183,92.89617486338798,13
792725,Tanmay Agarwal,8,170,160,106.25,8
319745,Arun Karthik,7,169,115,146.95652173913044,4
297626,Will Beer,32,169,161,104.96894409937889,18
266215,Michael Hill,5,169,133,127.06766917293233,6
39024,Azhar Mahmood,12,169,123,137.39837398373984,7
348133,Steven Taylor,14,168,171,98.24561403508773,13
643999,Matthew Lamb,9,168,140,120.0,7
230554,Javon Searles,24,167,158,105.69620253164557,16
1175456,Priyansh Arya,4,167,97,172.16494845360825,4
826945,Peter David Bocock,16,167,126,132.53968253968253,10
280267,Romano Terblanche,13,167,129,129.45736434108528,9
928067,Josh Little,34,166,176,94.31818181818181,13
38920,Luke Woodcock,11,166,135,122.96296296296296,8
1078692,Alick Athanaze,8,165,152,108.55263157894737,7
311434,Nick Browne,12,165,144,114.58333333333333,11
15338,Paul Horton,7,165,151,109.27152317880795,7
414970,Safyaan Sharif,20,165,132,125.0,8
38927,Brad Wilson,9,164,123,133.33333333333334,6
53191,Jerome Taylor,24,164,139,117.98561151079137,12
1294141,Aryansh Sharma,6,163,154,105.84415584415585,5
1169609,Qamran Iqbal,6,162,143,113.2867132867133,5
1201520,Ripal Patel,13,162,126,128.57142857142858,10
594995,Gavin Kaplan,9,161,139,115.8273381294964,9
596010,Gerald Coetzee,24,161,143,112.58741258741259,21
40300,Fawad Khan,6,161,108,149.07407407407408,6
298693,Scott Elstone,11,161,130,123.84615384615384,11
25613,Amjad Javed,13,160,166,96.3855421686747,11
7887,Craig Simmons,10,160,142,112.67605633802818,10
1153276,Oliver Price,10,160,157,101.91082802547771,10
1081436,Abhishek Goswami,5,160,124,129.03225806451613,6
1126213,Ninad Rathva,9,160,120,133.33333333333334,8
888565,Mehran Khan,19,160,136,117.6470588235294,16
552152,Dushmantha Chameera,35,160,157,101.91082802547771,19
429897,Mathew Pillans,18,159,148,107.43243243243244,11
1199426,Irfan Khan,12,159,121,131.40495867768595,9
704693,Lahiru Udara,12,158,150,105.33333333333333,11
1147613,James Wharton,8,157,115,136.52173913043478,8
429881,Lefa Thaba,7,157,161,97.51552795031056,6
392945,Donald Tiripano,14,157,156,100.64102564102564,10
798693,Niel Hornbuckle,12,156,174,89.65517241379311,13
7069,Steve O'Keefe,22,156,135,115.55555555555556,13
1045883,Clive Madande,11,156,147,106.12244897959184,7
641405,Ryan Davies,17,156,112,139.28571428571428,15
294062,Luke Procter,14,155,142,109.15492957746478,10
493773,Lockie Ferguson,22,155,125,124.0,13
701215,Sompal Kami,17,155,136,113.97058823529412,13
955093,Bikramkumar Das,6,155,138,112.31884057971014,6
784615,Henry Hunt,9,154,143,107.6923076923077,9
44938,Dillon du Preez,6,154,88,175.0,3
422342,Siddhesh Lad,12,154,154,100.0,12
308405,Raymond van Schoor,8,154,138,111.59420289855072,7
1209196,Kirk McKenzie,13,154,174,88.50574712643679,12
1046871,Lyndon James,13,154,132,116.66666666666667,10
330519,Gerhardt Abrahams,11,153,178,85.95505617977528,11
696161,Mncedisi Malika,9,153,128,119.53125,8
1083464,Pratham Singh,9,152,119,127.73109243697479,9
452044,Hanuma Vihari,11,152,119,127.73109243697479,10
922967,Saif Badar,15,152,130,116.92307692307692,11
447458,Swapnil Patil,10,151,177,85.31073446327683,9
230551,Gajanand Singh,9,151,135,111.85185185185185,8
1287369,Saurav Chauhan,8,150,112,133.92857142857142,7
424176,Rongsen Jonathan,6,150,153,98.03921568627452,5
629059,Yasir Ali,12,150,106,141.50943396226415,8
946367,Michael Copeland,14,149,147,101.36054421768708,12
806991,Farhaan Sayanvala,9,149,123,121.13821138211382,5
820681,Amir Jangoo,12,149,185,80.54054054054055,12
605687,Willem Ludick,13,148,109,135.77981651376146,8
17991,Graham Napier,16,148,86,172.09302325581396,11
41324,Mohammad Sami,22,148,125,118.4,13
233713,Neil Wagner,17,148,98,151.0204081632653,11
42884,Shahid Yousaf,10,147,149,98.65771812080537,6
44415,Darryl Brown,6,147,106,138.67924528301887,5
688407,Chetan Bist,6,147,140,105.0,4
28160,Paras Dogra,7,146,109,133.94495412844037,7
1070195,Harvik Desai,8,146,105,139.04761904761904,7
